Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
15:00:49,2023-04-14,1717799722,7055751754,9021.61,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
01:11:54,2022-10-10,7476446278,1865944821,5153.53,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:29:02,2023-08-15,4500681468,421113241,5199.19,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
18:13:50,2022-12-10,5695214397,995051782,19291.48,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
14:42:24,2023-04-21,3335133004,5134098236,116.37,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
21:37:16,2023-05-07,9621415000,3852934729,17718.49,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
10:18:17,2023-04-03,6139378025,5799017602,4463.3,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0,Normal_Fan_Out
21:50:59,2022-11-08,1505992551,836028399,4050.16,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:39:11,2023-02-10,4708741032,7565334158,6676.48,UK pounds,Euro,UK,Austria,Cross-border,0,Normal_Small_Fan_Out
13:52:40,2023-03-14,4201417593,2498765210,7560.89,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
20:12:28,2022-10-18,9594302338,7976572788,16188.9,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
19:11:15,2023-06-11,7409730898,2858781211,159.68,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
08:03:48,2022-10-24,4514085503,6547136941,208.07,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
20:15:57,2023-04-05,3796008503,3366024298,6007.89,UK pounds,US dollar,UK,USA,Cross-border,0,Normal_Fan_In
08:58:51,2023-06-27,9778104274,922350524,6986.08,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:47:53,2022-11-07,3487802066,3296908313,6373.09,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
09:50:41,2023-02-28,1323694559,6016615502,14974.24,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
17:45:02,2023-06-15,4331181756,359239029,411.27,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
19:06:33,2023-02-02,7458711511,6607044346,10410.49,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
03:48:25,2022-12-12,3822639325,6366709860,7906.85,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
08:45:11,2023-03-05,7852800609,6943255023,41282.71,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
14:11:48,2022-10-17,9120510614,5516290620,6603.62,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
19:32:58,2023-01-21,5865388412,8408619281,1784.55,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
17:17:13,2023-01-30,7295250500,671762334,630.48,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
22:59:44,2023-03-09,3504367345,2743743195,13239.55,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0,Normal_Fan_Out
09:45:02,2022-12-09,1422566926,1015108079,1394.46,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
01:39:40,2023-04-15,9967071805,1028885447,3738.22,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Periodical
16:24:16,2022-11-10,5516194415,5987662725,8729.78,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
15:31:59,2023-02-16,5728911821,6824999958,4986.42,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
23:18:22,2023-03-01,9424120869,7843061928,1805.16,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:01:38,2023-05-08,5413795089,2138061166,1232.81,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:26:31,2022-11-14,5730390777,8434914497,4340.35,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
21:29:03,2022-11-06,3954481733,6064408730,25175.52,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
15:39:33,2023-04-29,6453241439,1156920925,13460.26,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
19:05:32,2023-05-21,8667604307,7922655699,16275.82,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
19:05:35,2023-04-04,9041314226,9640910336,6055.11,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
09:10:17,2022-12-01,5732953243,8973798804,6505.87,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
06:34:51,2022-11-04,9938789679,3077707655,252.35,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
20:35:31,2022-11-27,3560118263,6604237986,8433.4,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
21:27:38,2022-11-11,1281181704,2935271021,240.07,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:33:05,2023-03-25,4792980297,3614571993,929.17,Euro,UK pounds,France,UK,Cross-border,0,Normal_Small_Fan_Out
11:10:33,2022-11-19,2495707957,1703300293,19696.21,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Plus_Mutual
18:04:25,2023-06-05,7081794017,2707480144,12028.09,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
13:09:19,2022-11-20,8136608171,9083646263,4736.36,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
11:43:39,2023-03-22,7071147475,3055457520,4045.73,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
16:23:21,2023-03-29,5363117119,9765567946,15669.24,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
21:32:02,2023-02-11,3405848644,7567319883,289.61,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
15:09:18,2023-02-06,7422412597,5874972044,891.06,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
14:05:10,2022-12-12,4889277743,8256823912,7824.31,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
21:11:46,2023-03-27,762050528,6990570508,7488.15,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
20:18:48,2023-02-18,2571859716,8301782209,7009.5,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
09:44:41,2023-07-25,2750136502,1460761844,10701.21,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
22:27:38,2022-11-16,5743947142,5917602272,555.44,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
04:24:50,2023-03-27,9517215595,1259607409,30043.44,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Mutual
12:07:03,2022-12-17,4741154097,9253893371,7971.96,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:38:08,2023-04-06,7614838077,3281420484,15160.59,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Mutual
17:54:43,2023-04-05,4495141343,191203828,1265.29,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
21:21:00,2022-12-27,646722415,2365128786,9366.48,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
12:28:53,2023-07-21,6835995778,4457378382,20640.13,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:12:54,2023-08-20,801381584,3415241042,868.1,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
04:08:43,2023-03-03,1999169946,446846926,12491.57,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
10:23:24,2022-12-23,1343618642,5301355608,6874.82,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
18:51:06,2023-01-08,1928327535,9174611404,15813.42,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
13:00:20,2023-01-17,8820445063,1062570213,10388.5,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
02:42:02,2023-07-13,972329327,6363717340,5635.75,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
03:41:29,2023-03-04,9164386755,5316180085,10247.32,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
14:17:50,2022-10-15,2703720294,6831837137,16965.58,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
16:52:18,2022-11-09,9517215595,1617262372,1716.41,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
02:12:06,2022-11-02,3522725314,2442718288,9039.59,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
12:15:00,2022-12-22,2548352844,9477046757,15867.45,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
18:54:25,2023-03-31,956452515,7222063735,69.38,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
23:19:47,2023-07-16,1142855542,2621180722,9054.97,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
12:52:58,2023-07-02,4651638845,4785357829,1213.15,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
20:45:59,2023-06-27,8122182391,2847089265,7140.08,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
11:28:20,2023-06-30,4472002818,8698386639,9036.12,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
04:42:20,2023-03-22,5443619145,3800065313,14747.17,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:46:42,2023-02-16,2201590381,1149053803,17333.28,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
16:41:52,2023-02-07,456038137,7114620102,36359.28,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
09:07:58,2022-12-17,6654157580,8941553454,5913.72,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
09:11:03,2023-05-29,1493436023,1679800560,10858.95,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
12:37:29,2023-01-13,8656837976,6428861590,188.93,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:44:30,2022-12-01,4242691193,1829918362,2848.86,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
16:20:29,2023-05-06,918874354,1668582216,10425.86,Moroccan dirham,UK pounds,UK,UK,ACH,0,Normal_Fan_In
23:48:29,2023-01-03,8974559268,8368051219,7883.91,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
21:11:19,2023-08-03,6851972522,3299150832,733.24,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
01:25:02,2023-04-20,1863525947,4339436090,12468.74,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
22:20:11,2023-05-26,2038833705,3572492378,9726.24,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
17:36:58,2022-10-30,1611950289,5195017304,5846.27,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
19:34:19,2023-04-27,5201472818,95117710,4497.5,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
21:53:14,2023-01-20,2031714620,9263305685,2113.19,UK pounds,Albanian lek,UK,UK,Cheque,0,Normal_Small_Fan_Out
17:39:28,2023-05-01,4914392426,5581807899,1389.96,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
21:19:45,2022-12-27,2971734100,5062679301,5577.14,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
22:16:21,2023-02-01,3691863684,9110950678,9076.93,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:29:52,2022-11-29,1999299153,2217076082,1985.95,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
10:52:13,2023-04-22,3728139286,7103142154,10787.76,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:47:28,2023-06-06,493492541,7958090062,11236.54,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
14:40:30,2023-03-05,1015091738,1896930258,14104.75,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,0,Normal_Fan_Out
03:31:46,2023-01-13,6095832481,5891246049,1871.48,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
22:11:31,2023-01-10,7776851466,9715764615,525.54,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
23:27:16,2022-11-26,1105377268,9438894739,17915.46,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
19:42:08,2023-07-19,4868626046,178410106,20730.8,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
18:04:53,2023-03-31,1713055349,6243434199,13340.52,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
20:58:02,2023-01-27,8630642792,9341709131,2115.21,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
20:30:51,2023-05-18,3574462675,7112155747,4985.55,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
14:55:35,2023-07-03,3379478187,9229694150,3885.91,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Periodical
20:43:17,2023-04-04,5140152653,6113268589,10404.38,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
17:11:34,2022-10-27,5330371778,7862765528,3164.92,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:33:18,2022-12-16,5092826964,2528036403,8199.4,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
20:14:54,2022-11-13,6867949166,7182250038,22672.18,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
02:47:16,2023-02-14,5607912186,1651824870,8284.27,Euro,Euro,Netherlands,Netherlands,Credit card,0,Normal_Fan_In
11:08:44,2023-06-28,5793273539,2710108791,9953.69,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
11:25:54,2023-04-16,4856646372,4694931941,5588.54,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
16:15:20,2023-04-10,428005894,6459331531,2654.51,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
14:54:48,2022-10-25,8380000528,1819982609,21193.9,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:40:38,2023-06-16,7978796886,8101156538,47.9,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:01:02,2022-10-09,24455423,283280424,15261.92,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
22:30:52,2022-12-28,6367167630,4740651711,7269.12,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
23:36:15,2023-06-01,9010150400,2911658055,85.87,UK pounds,Dirham,UK,UAE,Cross-border,0,Normal_Small_Fan_Out
14:45:22,2023-06-26,2169136723,9335009571,636.37,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
23:07:50,2023-05-19,5396277607,1973005435,5848.81,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
13:23:42,2022-12-16,8323355303,1600537380,807.78,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
10:13:37,2022-12-19,9597477350,6961191189,1116.8,UK pounds,Yen,UK,Japan,Cross-border,0,Normal_Small_Fan_Out
00:38:38,2023-07-05,1181812637,9633566844,3384.25,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:55:28,2023-01-31,6365805056,4594499722,6164.51,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
23:48:17,2023-01-28,2641515735,5458159360,2953.65,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:41:52,2023-03-07,924028225,8938645562,279.34,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
23:51:46,2023-05-01,9451742044,1848564386,8918.18,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
19:44:47,2023-07-03,4484942611,3428384184,395.52,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
09:22:19,2023-02-25,8506368104,184625071,5736.85,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
17:46:31,2023-03-06,9462293198,5312220897,11956.39,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
23:23:03,2023-01-07,9074332040,7300126610,18317.72,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
19:34:48,2023-07-17,772845860,465036859,8289.02,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
08:46:00,2023-05-09,7423696304,8658286527,6233.94,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
19:50:33,2022-12-28,9028283018,7161863773,12793.83,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:04:11,2023-04-01,1472624642,5889366362,12064.19,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:49:49,2023-05-11,6003281989,1105183173,8230.39,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
20:21:33,2022-11-26,2416180733,3452901885,142.48,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
10:53:45,2023-08-14,8424078776,1877629216,7767.91,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
22:57:04,2023-02-01,7176421882,9268755909,12868.22,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
11:08:21,2023-04-13,6113268589,1405178495,649.44,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
07:38:47,2023-04-26,2254186479,9222584721,11682.96,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
10:06:03,2023-03-05,872715582,3882053429,5054.17,Dirham,UK pounds,UAE,UK,Cross-border,0,Normal_Fan_Out
05:28:43,2022-10-21,5356225534,7471180186,4843.49,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0,Normal_Fan_Out
12:15:43,2023-01-11,9951111640,1199927813,8432.9,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
20:21:35,2023-02-16,7084752054,9984859224,1103.36,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
16:46:56,2022-10-29,4492659500,6970494161,4043.03,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
22:36:31,2023-08-07,8926341134,4597672715,3130.53,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
14:44:26,2023-05-13,5293553710,7695444973,5200.61,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
18:48:59,2022-10-30,4369853239,4295386890,4731.71,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
06:09:38,2023-04-18,3714307217,5331499803,6187.64,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:33:17,2023-08-13,3250796045,9017473336,150894.26,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Plus_Mutual
09:22:32,2023-07-07,2172386874,1124553103,11879.85,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
19:29:34,2022-11-01,1015854654,6124854512,3628.46,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
10:05:07,2023-08-14,4104081382,6580120388,2759.73,UK pounds,US dollar,UK,USA,Cross-border,0,Normal_Group
12:15:19,2023-02-20,323461619,9003981380,7759.88,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
21:54:36,2022-10-26,5363364893,5372591651,10709.92,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
09:56:56,2023-08-17,2382616930,4016721471,329.79,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
04:21:51,2022-12-19,6785867878,9799688056,3803.02,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
23:35:04,2023-06-29,3865564386,8481240670,1974.91,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
01:24:38,2023-06-26,2209479216,2839033250,6077.0,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
04:13:34,2022-11-01,6322052944,9892350219,11165.08,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
14:13:12,2022-11-17,4440151478,7466590924,340.15,UK pounds,US dollar,UK,USA,Cross-border,0,Normal_Small_Fan_Out
13:11:24,2022-11-25,4654214596,3115916915,71087.73,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Mutual
23:57:32,2023-05-06,5843296508,2958738422,13301.42,UK pounds,Naira,UK,UK,ACH,0,Normal_Fan_Out
13:59:55,2023-02-21,9769619164,1931589617,1807.92,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
23:52:17,2023-07-15,9524139286,7278205042,6427.26,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Normal_Fan_Out
20:20:32,2023-01-23,4816056532,311197492,13761.82,Swiss franc,UK pounds,Switzerland,UK,Cross-border,0,Normal_Fan_In
15:29:35,2023-06-22,9144792882,315737488,3309.1,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
14:55:48,2023-07-19,7476886732,1628067088,2538.0,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:16:00,2023-05-23,4898335487,6100581306,6186.35,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
19:47:35,2023-05-07,1781823044,681459627,10548.7,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
12:21:03,2023-02-12,4015120365,3119015987,23517.46,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:47:08,2023-02-14,1999253121,8299206726,6846.18,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
17:38:54,2023-07-29,745809510,1086539411,9190.07,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
05:51:07,2023-05-29,1387079033,3872817555,7255.92,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
15:30:52,2023-01-23,5052020958,3398305675,7263.32,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
19:11:58,2022-11-13,3796175224,9526148239,4353.19,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:47:24,2022-10-31,5213911271,1935158584,9756.39,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:09:12,2023-07-11,1625878714,1400279626,5241.72,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
20:55:07,2023-03-03,1724986212,4944274468,9217.11,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
19:50:43,2023-02-17,9052404310,133526236,4639.45,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
14:45:22,2023-03-18,866033215,2991955793,3905.47,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
23:11:13,2023-01-30,219935042,7873110371,5452.93,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
18:28:39,2023-06-14,5797852441,6666389817,11787.1,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
09:41:42,2023-03-13,5681948699,8245331414,9702.17,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
03:34:12,2023-05-03,9113244724,3800278658,728.36,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:24:18,2022-10-17,8566764671,7787312864,797.88,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
18:45:39,2023-08-18,959799867,8433994992,31686.83,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
13:38:24,2023-06-10,6171948138,5790615587,373.98,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:25:55,2023-04-13,3534969126,1608915419,576.8,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:36:52,2023-07-14,6460381763,8620000798,1420.59,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
10:24:36,2022-12-21,5333274247,3326199594,257.55,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
10:31:01,2023-08-08,9369763023,4313566090,583.11,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:20:29,2022-11-20,5778111658,8237899279,5623.11,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:10:44,2022-12-21,2714492146,822241139,2155.29,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
00:50:08,2023-06-13,2009179632,3875807881,7563.39,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
17:16:31,2023-07-05,7401960069,1199730250,61.75,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
21:48:41,2023-05-16,9758626346,9528886621,3453.6,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:32:25,2022-10-27,3428098918,6591501301,6080.62,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
14:21:32,2023-06-23,7040557861,726306948,6599.97,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
19:59:44,2022-12-29,7963022032,3157284879,16890.14,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:59:48,2022-12-01,6504485149,836044152,174.27,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
19:44:04,2023-04-20,8103322862,531041847,15694.68,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
09:09:30,2023-02-12,7852449465,4033804278,3309.84,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:21:30,2022-10-07,5021785800,4851478280,4529.27,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
10:19:33,2022-10-28,8501920513,813395681,7814.51,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
13:44:02,2022-10-08,1452170043,8776426410,9508.08,UK pounds,Euro,UK,Italy,Cross-border,0,Normal_Fan_Out
15:07:12,2022-10-15,3522738054,8199731597,10474.69,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:00:01,2023-01-05,3529233923,5042879952,216.01,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
22:43:55,2022-12-02,2441692998,4160066830,10649.3,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:41:49,2023-06-26,9094582334,8834712212,10414.43,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
15:12:47,2023-01-18,9634764695,3691495394,7269.65,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
17:27:23,2023-05-11,3248012583,9234269769,6093.26,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
05:18:39,2023-02-11,266182901,202849321,10075.08,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
20:34:30,2022-12-08,9299398344,5854541656,518.16,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
21:08:16,2023-04-29,4077108517,7618431185,25688.02,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
